Product ID,Description,price,Category
B00003M5GD,American Caruso,16.64,Classical
B00003M5GZ,"Offenbach - La Belle H&eacute;l&egrave;ne / Harnoncourt, Kasarova, Zurich Opera [VHS]",0,Classical
B00003NH92,Live at Yoshi's,24.0,Vocal Jazz
B00003NH9P,Skiffle Sessions: Live in Belfast 1998,37.1,British Invasion
B00003NHAR,Volume 3: The Life &amp; Times of S Carter,10.29,Pop
B00003NHBL,Pilgrim Heart,8.99,Healing
B00003O9J5,Quiet Eye,8.23,CDs & Vinyl
B00003O9JD,Ancoats 2 Zambia,8.99,Trip-Hop
B00003O9JY,Simply Grand 2,8.99,Easy Listening
B00003OO3O,Force It,17.62,Album-Oriented Rock (AOR)
B00003OO8S,Solitude Dominance Tragedy,11.29,Metal
B00003OOZO,Carpal Tunnel Syndrome,12.18,Electronica
B00003OOZW,Misery Index,0,Alternative Metal
B00003OP0U,Kiss Me Kate / B.C.R.,15.25,Musicals
B00003OP0X,Zydeco,11.88,Cajun & Zydeco
B00003OP1J,Beyond Hypothermia,12.47,Hardcore
B00003OP2J,Criteria for a Black Widow,9.49,Pop Metal
B00003OP2L,Clannad: Greatest Hits,18.93,Irish Folk
B00003OP2O,Scream 3 (2000 Film),16.22,American Alternative
B00003OP6J,"Heifetz, Double Concertos: Bach / Mozart / Brahms",10.17,Chamber Music
B00003OP6X,"Debussy: Snowflakes Are Dancing, Prelude, etc / Tomita",11.19,Character Pieces
B00003OP6Z,Shostakovich: Symphony No. 15 / Sonata No.2,9.99,Sonatas
B00003OP7R,River of Stars,16.28,Meditation
B00003OP86,Super Hits,5.99,Today's Country
B00003OP8Q,Temporal,15.98,Alternative Rock
B00003OSTY,The Easter Bunny is Comin' to Town [VHS],2.97,Children's Music
B00003OT00,Suspicion,11.98,Electric Blues
B00003OT6J,Smooth Grooves: After Hours,8.98,Disco
B00003Q025,Colour Moving &amp; Still,9.5,Alternative Rock
B00003Q027,Midnight Sun: Traditional Nordic Melodies,8.99,Classical
B00003Q02M,Spontini - La Vestale / Callas &middot; Corelli &middot; Votto,14.78,Classical
B00003Q05W,Hypnotize Camp Posse,13.67,Blues
B00003Q06H,Tomorrow Never Dies (1997 Film),18.75,Pop
B00003Q08M,Another Night,9.49,British Invasion
B00003Q40K,"Bruckner: Symphony No. 3 (1873 Original Version, ed. Nowak)",11.58,Symphonies
B00003Q49W,Eydie in Love,6.99,Traditional Vocal Pop
B00003Q4D9,Gravity of Love,9.69,World Dance
B00003Q4EE,The World Is Not Enough,14.75,Alternative Rock
B00003Q5AC,Donizetti: Poliuto,10.99,Classical
B00003Q5BW,Our Souls Have Grown Deep Like the Rivers,0,Poetry
B00003Q5CO,Barber's Adagio for Strings / Landscape,9.44,Trance
B00003TFLM,Reflections From Broadway,17.24,Musicals
B00003TFN5,Rocka Rolla,12.22,New Wave
B00003TFN7,Sad Wings of Destiny,11.87,New Wave
B00003TFNR,David Cassidy &amp; the Partridge Family: The Definitive Collection,14.57,Bubblegum
B00003TFQW,All About Town,17.13,Adult Alternative
B00003TFS5,Tim McGraw - Greatest Video Hits,10.8,Country
B00003TFTG,2001 (instrumental),11.28,Easy Listening
B00003TFTQ,Christmas Is...,3.91,Classic Vocalists
B00003TFUG,Alive On Planet Earth: Live 1999,20.72,Alternative Rock
B00003TFVI,HAPPY THE MAN,22.94,Progressive Rock
B00003TFVK,Crafty Hands,29.98,Pop
B00003TKGH,Ambrosia,7.99,Soft Rock
B00003TKGI,Somewhere I've Never Travelled,9.49,Soft Rock
B00003TKGJ,Life Beyond L.A.,9.49,Oldies
B00003TKGK,One Eighty,9.49,Oldies
B00003TKHA,Any Given Sunday: Music From The Motion Picture,5.0,Pop
B00003TL18,Black &amp; White Night,17.67,Oldies
B00003TL2B,I'm Diggin It,10.88,Today's Country
B00003TL76,We're in This Together 1 / New Flesh / 10 Miles,11.13,Alt Industrial
B00003TL7S,Before The Quarrel,8.99,American Alternative
B00003W0XD,Best of Norma Jean,19.99,Classic Country
B00003W0XI,New Frontier/Time to Think,0,CDs & Vinyl
B00003W0XQ,Unreleased Quicksilver: Lost Gold and Silver,14.48,Psychedelic Rock
B00003W0Z1,Bax: Symphony No. 3 / The Happy Forest,11.45,Tone Poems
B00003W1Q9,Vol. 1-Nude Dimensions: Petalpusher Sessions,15.68,Electronica
B00003W1QG,In Search of Sunrise,7.99,Electronica
B00003W871,Power Games: The Anthology,0,New Wave
B00003W87G,Ruth Ann Swenson - Con Amore ~ Italian Opera Arias,19.49,Classical
B00003W87S,Live in Chicago,13.89,Bebop
B00003W88K,A Christmas Album,13.11,Traditional Vocal Pop
B00003WG24,Abre Paez,14.98,Latin Pop
B00003WG5G,The Blue Room E.P.,4.95,Britpop
B00003WG9T,Deep (+1 Bonus Track),8.99,Jazz Fusion
B00003WGA7,Saturday Night Experience 1,8.99,Dance & Electronic
B00003WGBZ,Final Fantasy VIII: Fithos Lusec Wecos Vinosec,51.36,Pop
B00003WGC6,Don't Call Me Baby,0,House
B00003WGFT,Unplugged (+1 Bonus Track),11.2,Celtic New Age
B00003WGGC,Born to Make You Happy / Crazy / Baby,8.22,Dance Pop
B00003WGMF,Prayers of a Ragamuffin,9.99,Pop & Contemporary
B00003WGMK,Incredible Sound of Drum N Bass,11.97,Drum & Bass
B00003WGNM,Sherlock Holmes TV Soundtrack,16.96,Pop
B00003WGNO,Down to You (2000 Film),0,Pop
B00003WGNS,Titus: Original Motion Picture Soundtrack,23.5,Pop
B00003WGO3,Mendelssohn: Violin Concerto / Symphony No. 4 - Italian / Hebrides Overture,9.16,Concertos
B00003WGO4,Schubert: Symphonies Nos. 8 &quot;Unfinished&quot; &amp; 9 &quot;The Great&quot;(Bernstein Century),12.6,Symphonies
B00003WGO5,Bernstein Century - Tchaikovsky: Symphony No. 4 / Capriccio Italien,9.41,Symphonies
B00003XA6C,What God Has Done,7.25,Nashville Sound
B00003XA6G,Crybaby,8.99,American Alternative
B00003XA93,Mare Vitalis,12.0,Emo
B00003XA9R,Nixon,4.99,Chamber Pop
B00003XA9S,Little Lost Souls,18.6,Electronic Pop
B00003XA9U,Niun Niggung,10.62,Electronic Pop
B00003XA9X,Whatever You Love You Are,15.42,Indie Rock
B00003XAA4,For Carnation,13.38,Indie Rock
B00003XAA6,Journey to the End of the Night,15.61,Hardcore & Punk
B00003XAA7,Chore of Enchantment,12.29,American Alternative
B00003XABX,BBC in Concert 1972-1973,17.71,Album-Oriented Rock (AOR)
B00003XABZ,Whistling Down The Wire,13.98,Album-Oriented Rock (AOR)
B00003XAC4,My Dog Skip (Original Motion Picture Soundtrack),9.49,Pop
B00003XACC,Dust,4.67,Rap & Hip-Hop
B00003XACM,Very Best of Aaron Neville,11.18,Adult Contemporary
B00003XACN,Back Home Again,14.31,Bluegrass
B00003XACO,Permanently,14.53,Today's Country
B00003XACP,20th Century Masters 2,4.99,Blues
B00003XACQ,Invincible,7.99,Pop & Contemporary
B00003XACV,American Beauty: Original Motion Picture Score,9.75,Pop
B00003XACZ,Tri-City 4.Com,28.95,Pop & Contemporary
B00003XAGO,Shostakovich: Complete String Quartets,47.49,Chamber Music
B00003XAGX,Love Songs,8.99,Blues
B00003XAGY,Love Songs,8.99,Blues
B00003XAIA,Swing! (Original Broadway Cast),11.09,Musicals
B00003XAJX,Fiestas &amp; Fiascos,8.99,Indie Rock
B00003XALN,Jerry Lee Lewis and Friends [VHS],9.99,Roadhouse Country
B00003XAMG,Classic Albums - Meat Loaf: Bat out of Hell,5.27,Album-Oriented Rock (AOR)
B00003XAMH,Classic Albums - Phil Collins: Face Value,9.99,Adult Contemporary
B00003XASS,Life'll Kill Ya,11.61,Album-Oriented Rock (AOR)
B00003XAVA,Wind on the Water,9.93,Album-Oriented Rock (AOR)
B00003XAWH,"The Best of Marvin Gaye: The Millennium Collection, Vol. 2: The 70's (20th Century Masters)",4.99,Blues
B00003XB4F,Meav,19.52,Celtic New Age
B00003XB5E,Sacred Treasures 3: Choral Masterwrks Russia,15.5,Classical
B00003XB5V,Backlash,27.96,Bebop
B00003XB8K,The Screen Behind the Mirror,12.02,World Dance
B00003Z9U9,I Am The True Vine: Arvo Part,18.86,Classical
B00003ZA0E,Industrial Silence,16.49,Indie Rock
B00003ZA25,Now I'm Singing,0,Dance & Electronic
B00003ZA27,Mass in B Minor,11.88,Classical
B00003ZA28,"Beethoven: Symphonies Nos. 7,  8 &amp; 9",0,Symphonies
B00003ZA2A,Jessye Norman - Brahms: Lieder / Barenboim,11.49,Classical
B00003ZA2R,Deggial,23.08,Death Metal
B00003ZA2Y,"Latter Days: Best of Led Zeppelin, Vol.2",18.18,Album-Oriented Rock (AOR)
B00003ZA61,Designs for Automotion,13.52,Emo
B00003ZA6F,Symphony #7,33.32,Symphonies
B00003ZA6Z,Metamorphoses,19.99,Electronica
B00003ZAEE,Genuine American Monster,8.99,Alt Industrial
B00003ZAGC,We're in This Together 2 / Porter Rick Mix / Day,9.99,Alt Industrial
B00003ZAHC,Struggle Continues,10.72,Punk
B00003ZAHD,Maybe I'll Catch Fire,17.26,Emo
B00003ZAHF,Good Luck,32.64,Punk
B00003ZAHM,Automatic Midnight,7.99,Punk
B00003ZAIB,Snoop Dogg Presents Tha Eastsidaz,13.93,Blues
B00003ZAKB,Girl Interrupted: Original Motion Picture Soundtrack,33.94,Pop
B00003ZAKJ,Night Life,6.18,Blues
B00003ZAL7,Live on Earth,13.86,Healing
B00003ZAL9,Tech-Mix 2000,7.63,Big Beat
B00003ZALT,Jacobs Dream,10.55,CDs & Vinyl
B00003ZALY,Flying Dog,16.74,Pop Metal
B00003ZD4Z,Black Blood Vomitorium,13.52,Death Metal
B00003ZKRA,"Haydn: Piano Concertos 3, 4 &amp; 11",17.78,Concertos
B00003ZKRJ,Ravel: Piano Concerto in G / Rachmaninov: Piano Concerto No. 4 (Great Recordings of the Century),17.98,Classical
B00003ZKRM,Sibelius: Symphonies Nos. 1-7 ~ Barbirolli,37.84,Tone Poems
B00003ZKS1,Michael Schenker Group,9.49,Metal
B00003ZKU0,Cluster 2,17.87,Krautrock
B00003ZKVH,Strictly for Music Lovers,24.58,Comedic Music
B00003ZL0D,Buddha Bar 1,28.36,CDs & Vinyl
B00003ZL1X,Bob &amp; Tom Show - Vol. 1-Greatest Hits,59.99,Comedic Music
B00003ZL2S,Melelana,14.95,Pop
B000040JCT,Somewherer Near Paterson,12.99,Americana
B000040JCV,Long Story Short,13.22,Spoken Word
B000040JCX,Lipslide,7.77,Indie Rock
B000040JDO,Shadow of the Moon,39.0,Album-Oriented Rock (AOR)
B000040JE3,Irish Folk Songs,8.99,Piano Blues
B000040JE8,Chopin: Mazurkas ~ Kapell,9.97,Mazurkas
B000040JEC,"William Kapell Edition, Vol. 3: Rachmaninoff: Piano Concerto No. 2; Rhapsody on a Theme of Paganini / Shostakovich: 3 Preludes",9.99,Chamber Music
B000040JEO,Soul on Soul,9.99,Avant Garde & Free Jazz
B000040JF6,Is Spreading: The Great Peanut Butter Conspiracy,18.21,Psychedelic Rock
B000040JF7,It's Very Stimulating,0,Pop
B000040JFC,March to Fuzz,11.88,American Alternative
B000040JFG,This Present Darkness,8.91,Alternative Metal
B000040JN0,Clicks &amp; Cuts,0,Ambient
B000040JN1,Atol Scrap,0,Electronica
B000040O9M,Chappaquiddick Skyline,0,Chamber Pop
B000040OA4,New Dreams for Old 1984-1998,0,New Wave
B000040OC4,Demons &amp; Wizards,13.01,Pop Metal
B000040OCD,Symphony 8,8.79,Symphonies
B000040OCG,Mozart: Requiem / Exsultate Jubilate,8.69,Symphonies
B000040OCP,Agent Orange,13.16,Pop Metal
B000040OJ6,Little River Band - Greatest Hits,14.15,Adult Contemporary
B000040OJA,Anthology,17.51,Album-Oriented Rock (AOR)
B000040OLI,Crock of Gold,17.45,Alternative Rock
B000040OUE,The Beatles On Guitar,10.98,Jazz
B000040OVH,Both Sides Now,11.88,Folk
B000040OVX,Greatest Hits Vol. 3: Best of the Brother Years 1970-1986,12.19,Classic Rock
B000040OW2,You Go Now,8.91,Christian
B000040OWR,Razorblade Romance,9.49,Goth
B000040OX5,40 Great Marches,14.78,Ballets
B000040OX6,Mozart: Wind Concertos,16.77,Concertos
B000040P0R,DJ Clue Presents: Backstage Mixtape,11.85,Pop
B000042O15,"The Singles Collection: A's &amp; B's, 1964-1969",14.95,British Invasion
B000042O34,Gold,16.99,Contemporary Folk
B000042O80,What A Girl Wants,9.49,Dance & Electronic
B000042OEF,Another Dumb Blonde,13.95,Euro Pop
B000042OHB,Greatest Hits,10.53,New Wave
B000042OHE,Good Dog Bad Dog,12.01,Alternative Rock
B000042OI4,Machina: The Machines of God,9.15,American Alternative
B000042OQY,Invisible Hand,12.49,Bebop
B000042OR9,Sheet Music,15.98,Album-Oriented Rock (AOR)
B000042ORA,10cc,13.83,Album-Oriented Rock (AOR)
B000042OSL,Monk's Dream,11.88,Avant Garde & Free Jazz
B000042VQH,Nos,34.99,World Dance
B000044TXA,Betty's Hits -- Vol. 1,14.78,Traditional Vocal Pop
B000044TZA,Route 66: That Nelson Riddle Sound,14.81,Symphonies
B000044TZB,McCoy Tyner With Stanley Clarke &amp; Al Foster,12.58,Bebop
B000044U19,"Great Orchestral Highlights from The Ring of the Nibelungs / Szell, Cleveland Orchestra (SACD)",10.08,Symphonies
B000044U1S,Music of Ancient Sumerians Egyptians &amp; Greek,18.44,Classical
B000044U2H,Winners Never Quit,14.68,Emo
B000044U2V,13th Anniversary Live in Tokyo,0,Punk
B000044U30,S&atilde;o Paulo Confessions,11.88,Electronica
B000044U3Q,Shake Your Bon-Bon / She's All I / Almost a,0,Latin Pop
B000044U3T,Broke Down,13.8,Country
B000044U46,iii,11.69,Pop
B000044U4A,Ultimate Collection,16.88,Traditional Vocal Pop
B000044U4F,Slave To The Power: The Iron Maiden Tribute,12.84,Alternative Rock
B0000457E5,Get It On . . . Tonite,6.95,Blues
B0000457EA,We Are the Streets,11.08,Pop
B0000457EN,Definitive Collection,18.43,Oldies
B0000457EU,Ramblin Man,9.94,Classic Country
B0000457F7,All Systems Gone,5.66,House
B0000457FA,Introduction to Mayhem,9.49,Alternative Rock
B0000457FE,Everything Sucks,9.99,Punk
B0000457FT,Nilsson Sings Newman,15.69,Contemporary Folk
B0000457H3,2000 Grammy Nominees: Pop,13.9,Album-Oriented Rock (AOR)
B0000457HB,The Ultimate Collection,32.63,Blues
B0000457II,20th Century Masters: The Best of the Allman Brothers Band,4.3,Slide Guitar
B0000457IN,20th Century Masters,6.95,Classical
B0000457IU,The Best of Gap Band: The Millennium Collection,7.27,Blues
B0000457JF,Such a Night: The Essential Elvis 6,14.88,Oldies
B0000457L2,Imagine,19.99,Album-Oriented Rock (AOR)
B000046PRM,Tone Float + 1,28.99,Krautrock
B000046PSW,Best Of 1970-1987,0,Album-Oriented Rock (AOR)
B000046PTZ,Take a Picture,9.65,American Alternative
B000046PU1,New Day Dawning,9.49,Neotraditional
B000046PU9,Upon A Shamrock Shore: Songs of Ireland and the Irish,9.99,Irish Folk
B000046PUC,East of the Moon,13.46,Jazz
B000046PUD,Midnight Ride,14.13,Alternative Rock
B000046PUF,Teena Marie: Ultimate Collection,11.18,Blues
B000046PUH,Alias Pink Puzz,9.99,Oldies
B000046PUL,The Night,7.3,Indie Rock
B000046PUO,Nobody's Angel,9.49,Dance Pop
B000046PUT,The Best of Kool &amp; The Gang (20th Century Masters),6.99,Blues
B000046PUW,20th Century Masters: The Millennium Collection: Best Of Ohio Players,7.98,Pop
B000046PUX,Into the Void / We're in This Together,11.13,Alt Industrial
B000046PVF,The Big Bang! Best of the MC5,12.98,American Alternative
B000046PVI,Very Best of John Coltrane,7.98,Traditional Vocal Pop
B000046PVJ,The Very Best of Leo Sayer,9.49,Disco
B000046PVN,Superman - The Movie: Original Motion Picture Soundtrack,12.78,Easy Listening
B000046PVY,Billboard Top Hits: 1991,13.98,Dance & Electronic
B000046PW2,Songs From the Heart,8.99,Classic Vocalists
B000046PWO,Que Voy a Hacer Sin Ti,15.99,Latin Pop
B000046PYJ,The Best of Parliament: 20th Century Masters - The Millennium Collection,7.23,Blues
B000046PZM,The Man Who,9.49,Britpop
B000046Q16,Parched With Thirst Am I and Dying,6.99,Death Metal
B000046Q18,Disco &amp; The Halfway to Discontent,17.29,Alternative Rock
B000046Q19,Stop the Panic,0,Nashville Sound
B000046Q1D,Southern Discomfort,11.58,Alternative Metal
B000046Q1F,Holy Dio: Tribute to Ronnie James Dio,11.88,Folk
B000046Q20,Designing a Nervous Breakdown,8.99,Emo
B000046Q2G,Cannonball's Bossa Nova,10.24,Brazilian Jazz
B000046Q2I,Bach: Oboe Concertos,11.4,Concertos
B000046Q2N,Close to Silence,8.99,Classical
B000046Q58,Vieuxtemps: Violin Concertos 1 &amp; 4,11.58,Concertos
B000046Q80,Before We Were So Rudely Interrupted,8.99,British Invasion
B000046Q8A,Diving Into Darkness,8.99,Goth
B000046Q8B,Telling Stories,9.06,Folk
B000046QAA,Bummed,9.49,Britpop
B000046QAJ,Crack A Smile...And More,11.98,Glam
B000046RYW,I Think I'm in Love With You,4.99,Teen Pop
B000046RZZ,The Mambo Kings- Music from and Inspired by the Motion Picture,14.06,Pop
B000046S17,The Beach: Motion Picture Soundtrack by Blur and Mory Kante (2000) - Soundtrack,14.99,Alternative Rock
B000046S1F,Trio 99-00,13.61,Contemporary Blues
B000046S1W,Pieces in a Modern Style,9.49,Chamber Music
B00004784A,The Best So Far,9.49,Pop & Contemporary
B000047867,Think Before You Think,17.22,Celtic Folk
B00004786J,Set,12.41,Pop
B000047872,Trouble in Mind,16.03,Acoustic Blues
B0000479AV,Classic Sinatra,9.35,Traditional Vocal Pop
B0000479DO,A Taste of Honey / Twice as Sweet,7.93,Disco
B0000488RE,Revenge on the Telemarketers: Round One,7.98,Comedy & Spoken Word
B0000488SE,Burning the Hard City,6.93,Pop
B00004BYY3,Shark Attack,15.68,Thrash & Speed Metal
B00004BYYV,Gettin High on Your Own Supply,11.95,Big Beat
B00004BYZ0,Clash on Broadway,42.98,British Punk
B00004BYZS,Rough Guide to Music of Italy,16.91,Pop
B00004BZ04,The Clash (U.K. Version),7.98,British Punk
B00004BZ09,Give 'em Enough Rope,7.98,British Punk
B00004BZ0V,Singles,9.16,British Punk
B00004C4HZ,Polytown,8.99,American Alternative
B00004C4JY,Graduation,8.49,Dance & Electronic
B00004C4KZ,Atem,18.71,Ambient
B00004C4L2,Alpha Centauri,0,Krautrock
B00004C4L5,Story of the Clash 1,7.98,British Punk
B00004C4L6,Electronic Meditation,25.96,Krautrock
B00004C4L9,Green Desert,25.96,Krautrock
B00004C4LB,Poland,15.4,Krautrock
B00004C4MI,Mp4: Days Since a Lost Time Accident,9.99,Alternative Rock
B00004C4OA,And Then Nothing Turned Itself Inside-Out,12.68,American Alternative
B00004C4PG,Opposite of H2o,10.29,Pop
B00004C4PY,Singin It Lonesome,11.17,Bluegrass
B00004C4Q2,Eclipse of Ages Into Black,21.0,Hardcore
B00004C4Q6,Coal Miner's Daughter,10.0,Pop
B00004C4Q9,Suicide Pact: You First,8.99,Alternative Rock
B00004C4QA,Stubborn,11.92,Contemporary Folk
B00004C4QO,Kirk Franklin Presents One Nation Crew,7.06,Pop & Contemporary
B00004C4QQ,The Better Life,9.0,American Alternative
B00004C4QU,Traffic (The Definitive Collection),8.39,Britpop
B00004C4R0,Ready to Go,16.71,CDs & Vinyl
B00004C8TA,Khachaturian: Spartacus; Gayaneh / Glazunov: The Seasons,9.49,Ballets
B00004C8TB,Vivaldi: The Four Seasons [Le Quattro Stagioni],13.18,Concertos
B00004C8TC,"Grieg, Schumann: Piano Concertos / Radu Lupu, Andr&eacute; Previn",13.02,Concertos
B00004C8TD,Tosca,25.66,Classical
B00004C8TE,Purcell: Dido and Aeneas,9.98,Classical
B00004C8TH,Carlo Bergonzi: The Sublime Voice,14.47,Classical
B00004CVU3,Michael Jackson's Ghosts,19.99,R&B
B00004CWJE,7 Television Commercials [VHS],0,Britpop
B00004D3A2,The Best of Rita Coolidge: 20th Century Masters - The Millennium Collection,7.34,Broadway & Vocalists
B00004D3A5,20th Century Masters,6.66,Traditional Vocal Pop
B00004D3AB,20th Century Masters,7.23,Classical
B00004D3B4,Anthology: Downtown to Sunset Boulevard,12.02,Traditional Vocal Pop
B00004D3C0,The Best Of Extreme: An Accidental Collocation Of Atoms,28.97,Glam
B00004D3C1,King of the Road,10.41,Alternative Metal
B00004D3C9,Life Before Insanity,9.99,Southern Rock
B00004D3CB,Save the World Lose the Girl,10.86,Emo
B00004D3CC,Irv Gotti Presents the Murderers,18.75,Pop
B00004D3D2,The Suicide Machines,10.38,Punk
B00004D3D8,Ultimate Collection,30.68,Adult Contemporary
B00004D3DH,No Title,0,CDs & Vinyl
B00004D3II,"Penderecki: Orchestral Works, Vol. 1: Symphony No. 3 / Threnody / Fluoresences / De natura sonoris II",11.42,Symphonies
B00004D3IV,Gottschalk: A Night in the Tropics,11.53,Dances
B00004D3IW,Virgil Thomson: Symphony No 1-3,8.94,Symphonies
B00004DRZS,Let's Get Free,12.93,Pop
B00004DS01,Ea1 Ea2,8.91,Indie Rock
B00004DS07,Microscopic View of a Telescopic Realm,12.59,Hard Rock & Metal
B00004DTLJ,Innocence Is No Excuse,21.99,British Metal
B00004DTOE,Music by... W.G. Snuffy Walden,27.49,New Age
B00004DTQV,Verdi Heroines,19.95,Alternative Rock
B00004GJTR,Immortal Pride,0,Metal
B00004GJUF,Like To Get To Know You,4.99,Psychedelic Rock
B00004GJUH,Without Rhyme Or Reason,4.99,Psychedelic Rock
B00004GJVK,Complete Communion,19.27,Traditional Vocal Pop
B00004GJVN,Jackie McLean: Vertigo,11.49,Bebop
B00004GJVO,Minor Move,7.74,Bebop
B00004GJWT,"Book Of Thugs: Chapter A.K., Verse 47",12.98,Pop
B00004GJXS,How Glory Goes,16.98,Musicals
B00004GLK0,Return of the Mother,8.99,Hardcore & Punk
B00004GOVO,Bloodflowers,15.39,Goth
B00004GOVS,Fingerprints,20.3,Smooth Jazz
B00004GOVT,The Next Best Thing: Music From The Motion Picture,5.93,Dance Pop
B00004GOVW,Causin' Drama,13.98,Pop
B00004GOW5,Deadlights,9.69,Alternative Metal
B00004GOWI,Schreker: Fantastic Overture / Nachtst&uuml;ck from Der Ferne Klang / Prelude to a Drama / Interlude from Der Schatzgr&auml;ber / Valse Lente / Ekkehard Symphonic Overture,19.04,Preludes
B00004GOWP,Lutheran Masses 2,15.88,Chamber Music
B00004GOWW,From the Bottom of My Broken Heart / Crazy,11.77,Adult Contemporary
B00004GOYK,The Great Beyond,0,Jangle Pop
B00004GOZA,Best of the Millennium: Top 40 Classical Hits,13.54,Waltzes
B00004GOZF,Lieder,19.95,Classical
B00004GOZG,"Bryn Terfel - Schumann: Liederkreis Op. 39, Romanzen &amp; Balladen",11.49,Ballads
B00004GP1Z,Sumi Jo - Only Love,17.72,Musicals
B00004HYBY,Wild Cat,9.59,British Metal
B00004HYEC,Three Strikes: Original Motion Picture Soundtrack,18.51,Pop
B00004HYEF,We Are the Romans,15.37,Hardcore
B00004HYFG,Waiting,34.93,Emo
B00004HYFL,Fourth Legacy,11.75,Death Metal
B00004HYGX,WWF Aggression,38.8,Pop
B00004HYJ3,Ambassadors of Style,8.99,Drum & Bass
B00004HYJA,El Baile Aleman,12.73,Techno
B00004HYJR,Breeding Death,9.18,Death Metal
B00004HYKT,Pennybridge Pioneers,12.99,Punk
B00004HYKW,Notre Dame de Paris (2000 Studio Cast) [Epic],7.23,Musicals
B00004HYKY,Happy 2b Hardcore 4,0,Rave
B00004HYKZ,Don't Fear the Reaper: Best of Blue Oyster Cult,4.99,Album-Oriented Rock (AOR)
B00004HYL1,Trilogy - Part One: Empire,14.95,Electronica
B00004HYL8,Future Shock,20.95,Electronica
B00004HYLC,Sound System,5.99,Electronica
B00004HYLD,Perfect Machine,11.98,Electronica
B00004HYLF,Romantic Warrior,5.99,Bebop
B00004HYLW,Wonder Boys: Music from the Motion Picture (2000 Film),11.98,Southern Rock
B00004HYLZ,The Downside,24.99,Metal
B00004HYM1,Infinite Possibilities,11.98,Blues
B00004HYMR,Timeless: Live in Concert,17.25,Classic Vocalists
B00004HYMZ,On the Floor at the Boutique,0,Big Beat
B00004HYN3,Woodstock 99 Vol. 1: Red Album,19.16,American Alternative
B00004HYN6,"Penderecki: Orchestral Works, Vol. 2: Symphony No. 5 / Symphony No. 1",11.63,Symphonies
B00004HYNQ,Super Hits,14.99,Glam
B00004HYOA,Wandering Moon,17.25,Traditional Vocal Pop
B00004I9SP,"War &amp; Peace, Vol.2 (The Peace Disc)",13.81,Pop
B00004I9T9,D.I.T.C.,12.98,Pop
B00004I9U6,Deep Purple in Concert with LSO,33.99,Arena Rock
B00004I9UU,Mountains,11.22,Indie Rock
B00004I9ZN,Masque of Shadows,14.26,Metal
B00004IA0G,Lost Souls,14.58,Britpop
B00004IC9G,Battle Hymns,11.1,Metal
B00004IC9H,Infinite,11.49,Pop Metal
B00004KCYK,Movement in Still Life,9.9,House
B00004KD0W,Live From the Sun: Best From the West,7.0,CDs & Vinyl
B00004KD0Z,Book of Taliesyn,11.0,Arena Rock
B00004KD13,Deep Purple,22.93,Arena Rock
B00004KD14,Tattoo,13.51,Blues
B00004KD1A,Stage Struck,11.4,Blues
B00004KD1L,Vertigo,15.6,Ambient
B00004KD1X,Definitive Collection,9.99,Glam
B00004KD22,Definitive Collection,9.99,Smooth Jazz
B00004KD24,The Lovin' Spoonful - Greatest Hits,6.95,Oldies
B00004KD2E,Lorrie Morgan - To Get to You: Greatest Hits Collection,9.99,Today's Country
B00004KD2H,Best of the Pointer Sisters,9.99,Adult Contemporary
B00004KD2U,Monster 80's,13.99,New Wave
B00004KD35,Freak Magnet,9.49,New Wave
B00004KD3D,Analog Worms Attack,31.7,Electronica
B00004KD3M,Wild Birds 1985-1995: Best Of Beggars Banquet Years,12.75,Goth
B00004KD43,Chainheart Machine,19.52,Death Metal
B00004KD4J,Furnace Room Lullaby,16.7,Indie Rock
B00004KD4K,Multila,6.93,Ambient
B00004KD4L,Attractive Nuisance,8.99,American Alternative
B00004KD4V,Nia,10.99,Pop
B00004KD51,The Virgin Suicides: Original Motion Picture Score,8.0,Ambient Pop
B00004KD72,Michael Hutchence,12.13,Vocal Pop
B00004KDC0,Joao Voz E Violao,11.88,Brazilian Jazz
B00004KDDZ,Suzuki,8.99,Ambient
B00004KDE7,"Puccini: Manon Lescaut / Guleghina, Cura, Gallo; Muti",18.99,Classical
B00004KEMF,Revelation,11.07,Metal
B00004KF9T,Sixteen Men of Tain,7.92,Psychedelic Rock
B00004KH76,Arthur Fiedler &amp; The Boston Pops Play the Beatles,11.23,Symphonies
B00004KH79,Symphony 4 in G,9.99,Symphonies
B00004KH7A,Phil Vassar,10.29,Today's Country
B00004KH7C,Encore!,9.99,Sacred & Religious
B00004KH7S,"Bruckner: Symphony No. 8 (2nd 3rd 4th movements) Karajan, His First Stereo Recording  1944 (Iron Needle)",2.97,Symphonies
B00004KH81,2GE+HER,33.84,CDs & Vinyl
B00004KH9J,Bttb,14.97,Chamber Music
B00004KS3P,Get Some Go Again,23.87,Punk
B00004L89F,Celebrating the Music of Weather Report,10.11,Bebop
B00004L8AF,Stones Throw,45.0,Blues
B00004L8AQ,Shackles,10.0,Blues
B00004L8AZ,Water From the Well,7.13,Celtic Folk
B00004L8B4,Darken My Fire: Tribute to the Doors,5.99,Goth
B00004L8BJ,Oracle Moon,5.99,Metal
B00004L8BL,Center of My Universe,6.95,Pop & Contemporary
B00004L8BO,Two Seventeen,9.64,Hard Rock & Metal
B00004L8DB,Lay It Down,3.79,Pop & Contemporary
B00004L8DJ,Reinventing the Steel,7.98,Alternative Metal
