Product ID,Description,price,Category
B001L8MDMS,Fender Accessories 099-1322-000 3-Ply Black (B/W/B) Stratocaster Backplate,8.23,Bridges & Bridge Parts
B001L8NGJ2,Fender 1-Button FootSwitch (099-4049-000),13.54,Footswitches & Controllers
B001L8PIFW,Fender Frontman 10G Electric Guitar Amplifier,59.99,Amplifiers
B001LJUVO4,HDE USB MIDI Cable Converter PC to Music Keyboard,4.38,MIDI Cables
B001LNN30E,Cordoba C5 Acoustic Nylon String Classical Guitar with Gig Bag,349.99,Classical & Nylon-String Guitars
B001M59AS0,Legacy Pearloid Guitar Picks - 60 Assorted (.46MM - 1.5MM),12.99,Picks
B001MMYVZU,Martin Guitar Leather Strap Button,10.0,Straps
B001MSS6CS,"Syba SD-CM-UAUD USB Stereo Audio Adapter, C-Media Chipset, RoHS",8.45,Audio Interfaces
B001NXDSK2,Electro-Harmonix Big Muff Pi with Tone Wicker,90.9,Distortion & Overdrive
B001OLW0J8,Fender Accessories 099-0502-000 Guitar Tools,32.89,Tools
B001OLZYUU,Fender Treated Polish Cloth,3.85,Cleaning & Care
B001PGXHW6,"Planet Waves Woodstock Assorted Guitar Picks, 10 pack, Light",4.0,Picks
B001PGXHX0,"Planet Waves Assorted Pearl Celluloid Guitar Picks, 10 pack, Light",4.29,Picks
B001PGXHYO,"Planet Waves Black Pearl Celluloid Guitar Picks, 10 pack, Light",1.5,Picks
B001PGXIHK,"Planet Waves Black Ice Guitar Picks, 10 pack, Light",3.99,Picks
B001PGXJGU,"Planet Waves Delflex Guitar Picks, Medium/Heavy, 100 pack",39.26,Picks
B001PGXKC8,"Planet Waves Classic Series Instrument Cable with Right Angle Plug, 0.5 feet (3-pack)",10.02,Instrument Cables
B001Q8DJO4,"Martin M170 80/20 Acoustic Guitar Strings, Extra Light 3 Pack",8.7,Acoustic Guitar Strings
B001QJGYIG,Dava Jazz Grips Pick 6-Pack 9024 Red,5.57,Picks
B001QWBM62,Zoom H4N Handy Portable Digital Recorder,229.99,Portable Recorders
B001R2LQWQ,Boss ME-70 Guitar Multi-Effects Pedal,19.44,Floor Multieffects
B001R76D42,Samson Go Mic Portable USB Condenser Microphone,39.0,Multipurpose
B001REJX1U,Nady SSPF-4 Spider Shockmount with Integrated Pop Filter,21.62,Windsreens & Pop Filters
B001RMFSDE,Musician's Gear Tripod Mic Stand with Fixed Boom Black,23.27,Mic Stands
B001RNH8YA,"Spectraflex Original Series Instrument Cable, 6 Foot, Black",24.73,Instrument Cables
B001RNHE30,"Spectraflex Fatso Flex Right Angle Instrument Cable, 10 Foot, Black",45.62,Instrument Cables
B001RNOHHG,Pedaltrain MINI With Soft Case,69.95,Electric Guitar Effects
B001SC4I16,Mahalo U-30RD Painted Economy Soprano Ukulele (Red),29.13,Ukuleles
B001U5PCFM,DigiTech RP255 Modeling Guitar Processor and USB Recording Interface,99.95,Floor Multieffects
B001UJEKZ6,Monoprice 6ft Premier Series XLR Male to 1/4inch TRS Male 16AWG Cable (Gold Plated),5.77,Microphone Cables
B001UYKGUE,Stagg MUS-ARM 1 Attacheable Small Music Stand,16.28,Sheet Music Stands
B001V5K2S8,Lanikai Soprano Ukulele Gig Bag,16.0,Ukulele Accessories
B001W99HE8,"GLS Audio Instrument Microphone ES-57 &amp; Mic Clip - Professional Series ES57 Dynamic Cardioid Mike Unidirectional - For Instruments, Drums, Percussion, Vocals, and more",35.99,Instrument
B001XJBWXG,Korg AW2G Clip-on Chromatic Guitar Tuner,11.21,Tuners
B002024UDE,"Mendini 1/2 MV300 Solid Wood Satin Antique Violin with Hard Case, Shoulder Rest, Bow, Rosin and Extra Strings",64.99,Acoustic Violins
B0023BYDHK,Behringer UCA222 U-Control Ultra-Low Latency 2 In/2 Out USB Audio Interface with Digital Output And Downloadable Software Bundle,29.99,Audio Interfaces
B002433RXI,"Mighty Mite MM5610C Traditional Style Chrome Guitar Strap Buttons, 2-Pack",5.02,Straps
B0025PM6DM,Fender Pickup/Switch Screws (12),4.67,Pickups & Pickup Covers
B0025V1REU,DigiTech RP55 Guitar Multi-Effects Processor,49.95,Floor Multieffects
B00267OCTA,Musician's Gear A-Frame Acoustic Guitar Stand Black,9.99,Multiple-Guitar Stands
B0026KEGLQ,Your Cable Store 10 Foot XLR 3 Pin Microphone Cable,7.09,Microphone Cables
B0026RB0G8,"Live For Music, Acoustic Guitar Capo",2.38,Capos
B0027842S4,Musician's Gear Deluxe Conductor Music Stand,26.99,Sheet Music Stands
B0027M30Z6,"Danelectro Honeytone N-10 Guitar Mini Amp, Black",18.55,Mini & Headphone Amps
B0027V760M,Pyle-Pro PDC21 1/4'' Instrument To Balanced &amp; Unbalanced (1/4''/XLR) Direct Box,13.94,Direct Boxes
B002AQNGIU,Fender Straplock W/ Button,9.11,Strap Locks
B002B8EWVW,Behringer VM1 Vintage Time Machine Vintage Analog Delay/Echo/Chorus/Vibrato Pedal,49.99,Delay & Reverb
B002C4SM5W,Alesis DM6 USB Kit Five-Piece Electronic Drum Set,459.69,Drum Sets
B002C741B8,AXL Acoustic Guitar Transducer Pickup with 1/4 Jack and 9 Foot Cable,10.49,Pickups & Pickup Covers
B002C741BI,AXL Acoustic Guitar Transducer Pickup with Endpin Jack,13.99,Pickups & Pickup Covers
B002CMLPYY,Taylor Guitars Chocolate Suede Logo Guitar Strap,39.99,Straps
B002DC8OE2,"Martin FX130 Silk &amp; Phosphor Acoustic Guitar Stings, Custom Light",4.39,Acoustic Guitar Strings
B002DYJEMQ,"Planet Waves Beatles Guitar Picks, Meet The Beatles, 10 pack, Heavy",4.73,Picks
B002EWV8IU,Behringer NR300 Noise Reducer Ultimate Noise Reduction Effects Pedal,24.99,Noise Gates
B002EWV8NA,Behringer PB600 Guitar Floor Multi-Effects Pedal Board,99.99,Floor Multieffects
B002G1UT5C,"Planet Waves Thumb Picks, Large, 5 Pack",4.98,Picks
B002GHBZ4U,Bugera V5 5-Watt Class-A Valve Amplifier Combo with Reverb And Power Attenuator,195.0,Combo Amps
B002GYWBIM,Line 6 Spider IV 15 15-watt 1x8 Modeling Guitar Amplifier,99.99,Combo Amps
B002GYWBJ6,Line 6 Spider IV 75 75-watt 1x12 Modeling Guitar Amplifier,299.0,Combo Amps
B002GYWBKU,Line 6 FBV Express MkII 4-button Foot Controller,99.99,Footswitches & Controllers
B002HFC6P8,Fender Guitar Jack Plate Gold,9.05,Hardware
B002HJ61PK,Audio-Technica ATR-1100 Unidirectional Dynamic Vocal/Instrument Microphone,13.68,Handheld Microphones
B002HPMTZU,Korg GA1 Guitar and Bass Tuner,14.03,Tuners
B002IC1D5E,"Guardian Electric  Guitar Stand (A-Shape, Black)",15.99,Electric Guitar Stands
B002IJK0H4,"Dunlop 433P73 .73mm Ultex Sharp Guitar Picks, 6-Pack",2.74,Picks
B002KDHBRU,Intellitouch PT10 Mini Clip-On Tuner,19.56,Tuners
B002M8EEW8,Akai Professional LPD8 Ultra-Portable USB Pad Controller for Laptops,65.48,MIDI Controllers
B002M8GBDI,Akai Professional LPK25 25-Key Ultra-Portable USB MIDI Keyboard Controller for Laptops,69.0,MIDI Controllers
B002MWKOAA,2 Buttons Only for Dunlop Strap Locks Nickel Allparts AP-6582-001,6.99,Straps
B002N4GBLI,Zoom G1N Guitar Multi Effects Pedal,59.99,Floor Multieffects
B002NG7DEK,"Fender Plain Leather Guitar Strap With Fender Logo, Black",11.57,Straps
B002PAW6EG,Pyle-Pro PMKS8 U-Base Gooseneck Desktop Microphone Stand,11.08,Mic Stands
B002PMHAVS,Korg CA1 Chromatic Tuner,11.29,Tuners
B002Q0WSO8,Intelli IMT500 Clip-on Chromatic Digital Tuner for Strings,15.99,Tuners
B002Q0WT6U,"Jade L'Opera JADE Rosin for Violin, Viola, and Cello",10.21,Violin
B002QJVTNA,Everest Violin Shoulder Rest 4/4 And 3/4,12.88,Violin
B002QKRUJG,MXR M116 Fullbore Metal Distortion Pedal,99.0,Distortion & Overdrive
B002QQC1ZI,Tascam US-100 USB 2.0 Audio Interface,64.99,Audio Interfaces
B002R2IUEW,National Finger Pick &amp; Thumb Pick Set - Black - Medium + Ant Hill Music Pick,10.99,Picks
B002RLLD88,On Stage DA100 Drum Stick Holder,14.95,Stick & Mallet Bags & Cases
B002T45X1G,Audio-Technica AT2035 Large Diaphragm Studio Condenser Microphone,149.0,Condenser Microphones
B002UXS4JO,Xotic EP Booster Mini EQ Effect Pedal,116.0,Signal Path & Pedal Tuners
B002VA464S,Blue Microphones Yeti USB Microphone - Silver,106.0,Multipurpose
B002X8Y4SQ,Behringer CS400 Compressor Sustainer Ultimate Dynamics Effects Pedal,24.99,Compression
B002Z9JWZ8,Shure HPAEC240 Replacement Ear Cushions For SRH240 Headphones,6.95,Headphone & In-Ear Audio Monitors
B002ZH9JQC,BOSS ROLAND COMPACT PEDAL TUNER - TU3,95.0,Signal Path & Pedal Tuners
B00315D0E4,CruzTools String Cutter,11.95,Cleaning & Care
B0033P1O6S,5-String Banjo 24 Bracket with Closed Solid Back and Geared 5th Tuner By Jameson Guitars,134.77,Banjos
B0033PSGSW,TC Electronic PolyTune Poly-Chromatic Tru-Bypass Pedal Tuner,99.0,Signal Path & Pedal Tuners
B0033PSLSM,Planet Waves Tru-Strobe Pedal Tuner w/ True Bypass,59.99,Tuners
B00352MHGA,Mackie PROFX8 8-Channel Compact Effects Mixer with USB,229.99,Unpowered
B0035LCFRW,On Stage RS7500 Tiltback Amplifier Stand,29.95,Stands
B00378GEAM,Behringer EUROLIVE B205D Active 150-Watt PA/Monitor Speaker System,199.99,PA Systems
B0037GXRHM,Pyle-Pro PSTK103 Heavy-Duty Aluminum Anodizing Dual Speaker Stand with Traveling Bag Kit,66.7,Stage Speaker Stands
B0037M4CPM,"Planet Waves Basic Classic Leather Guitar Strap, Brown",11.1,Straps
B0037M62AK,"Planet Waves Woven Guitar Strap, Hootenanny 2",7.15,Straps
B0037M62JQ,"Planet Waves Cotton Guitar Strap, Black",10.01,Straps
B0037M62KA,"Planet Waves Classic Leather Guitar Strap, Black",10.53,Straps
B0037M62M8,"Planet Waves Embossed Leather Guitar Strap, Black",19.37,Straps
B0037MA77E,"Planet Waves Basic Classic Leather Guitar Strap, White",11.23,Straps
B0037MC786,Planet Waves PW-CGTPRA-01 1 ft / 1/4-Inch Right Angle Instrument Cable,8.63,Instrument Cables
B0037ME50Y,Planet Waves PW-CGTPRA-03  1/4-Inch Right Angle Instrument Cable (3 feet),8.91,Instrument Cables
B00389KMQM,Fender 9050L Stainless Steel Flatwound Long Scale Electric Bass Guitar Strings - Light,19.06,Bass Guitar Strings
B0038MTH8S,VOX AC15C1 Guitar Combo Amplifier,599.0,Combo Amps
B0038O9NLM,"Planet Waves Planet Lock Leather Guitar Strap, Black",28.25,Straps
B0039HBNMA,Fender 3150R Original Bullets Pure Nickel Bullet End Electric Guitar Strings - Regular,5.19,Electric Guitar Strings
B003AAEGZ2,"DigiTech JamManSolo Guitar Looper Pedal, Blue",199.95,Electric Guitar Effects
B003AJMPW4,"Planet Waves Beatles Signature Guitar Pick Tins, Stripes",7.03,Picks
B003AM913C,Line 6 Relay G30 Wireless Guitar System,199.0,Electric Guitar Effects
B003AYC1SM,MXR Custom Shop CSP202 Custom Comp Compressor Guitar Effects Pedal,139.0,Compression
B003AYEAHC,Dunlop M148 MXR Micro Chorus,85.49,"Chorus, Flange & Tremolo"
B003AYJU5O,Jim Dunlop DVP1 Dun Grip Rubber Tread Vol Peda,99.0,Wah & Filter
B003AYK8XW,Fender 1/4&quot; Output Jack,5.59,Hardware
B003AYNFRS,MXR M152 Micro Flanger Guitar Effects Pedal,89.99,"Chorus, Flange & Tremolo"
B003AYNHGW,Fender Vintage Tremolo Tension Springs Set of 5,6.28,Bridge & Bridge Parts
B003AYPT8G,Fender 007-1014-000 Vintage-Style Standard Series Stratocaster Tremolo Assembly ('06-Present) - Chrome,18.4,Pickups & Pickup Covers
B003AYRBWI,Fender Strat Mexi Tremolo Bridge Assembly Chrome,18.99,Bridges & Bridge Parts
B003B01QL8,Fender 3250H Super Bullets Nickel Plated Steel Bullet End Electric Guitar Strings - Heavy,5.3,Electric Guitar Strings
B003B01QR2,"Dunlop 449P060 .60mm Max-Grip Nylon Standard Guitar Picks, 12-Pack",3.71,Picks
B003B0I09Y,"Mighty Bright Orchestra Light, with Adapter and Bag",59.99,Stand Lights
B003BFYDBS,Fender F' Straplock - Chrome,10.7,Straps
B003BGO2OK,Jim Dunlop 114SI Dun Roadpro Gtr Strg Winder,4.27,Capos
B003CLIPHO,Samson MK-10 Microphone Boom Stand,34.99,Mic Stands
B003D3OCD2,ZT Lunchbox 200-watt 1x6.5 Guitar Combo Amplifier,299.99,Combo Amps
B003DVGVIS,"Dunlop 471P3C Max Grip Jazz III Carbon Fiber Guitar Picks, 6-Pack",5.99,Picks
B003FO6E6M,JJ Electronics T-EL84-JJ Vacuum Tube EL84/6BQ5 Power Amplifier,10.87,Power Amps
B003FVB7XA,Yamaha YPG-235 76-key Portable Grand Graded-Action USB Keyboard,249.99,Portable Keyboards
B003FW0IHA,Pyle-Pro PDKM7 7 Microphone Wired Drum Kit with Mounting Accesories,131.95,Instrument
B003GEBGA0,Pyle-Pro PDMIC58 Professional Moving Coil Dynamic Handheld Microphone,15.1,Instrument
B003HGFRO8,Graph Tech TUSQ XL 1/4&quot; Epiphone Slotted Nut,8.79,Nuts
B003JJQMD8,GLS Audio 25 foot Mic Cable Patch Cords - XLR Male to XLR Female Black Microphone Cables - 25' Balanced Mic Snake Cord - Single,14.99,Microphone Cables
B003K16N0C,"Hohner 1501/7 Blues Band, 7-Pack",25.74,Harmonicas
B003KJ0ZD0,DiMarzio Copper Shielding Tape 24&quot;&quot;x3-1/2&quot;&quot;,9.95,Pickups & Pickup Covers
B003KQY8DQ,Hard Felt Picks For Bass Guitar Ukulele And More 3 Pack,0.93,Picks
B003LTJ404,Musician's Gear Heavy-Duty Folding Music Stand Black,19.99,Sheet Music Stands
B003LZ2IT2,On Stage ASFSS6 GB Dual Screen Pop Filter,18.0,Windsreens & Pop Filters
B003NJF1G8,Aquila Soprano Regular Uke Strings,7.97,Ukulele Accessories
B003OG9NH8,BIYANG'S &quot;BABY BOOM&quot; RV-10 TRI-REVERB,51.0,Delay & Reverb
B003OUX8ZM,Line 6 POD HD 500,449.99,Multieffects
B003PC2XQE,GLS Audio 25ft Mic Cable Cords - XLR Female to 1/4&quot; TS Black Cables - 25' Mono Mike Snake Cord,14.99,Microphone Cables
B003QTM9O2,"Instrument Stand for Violin, Ukulele and Other Small Instruments",15.99,Ukulele Accessories
B003S3S0DU,Fishman Loudbox Mini Acoustic Instrument Amplifier,329.0,Amplifiers
B003SZDFM4,"Planet Waves O-Port Sound Enhancement for Acoustic Guitar, Small, Black",15.51,Pickups & Pickup Covers
B003U3LUOY,OP/TECH USA Work Mat - Large,9.25,Cleaning & Care
B003VWJ2K8,Snark SN1 Guitar Tuner,11.21,Tuners
B003VWKPHC,Snark SN2 Guitar Tuner,12.99,Tuners
B003VYBD58,Hamilton Nu-Era Tabletop Mic Stand,8.33,Mic Stands
B003VYBNLW,Rotosound Curly Instrument Cable Right Angled Jack,10.0,Instrument Cables
B003W47NII,"Amplitube iRig from IK Multimedia for iPod touch, iPhone, and iPad",33.95,Computer Recording
B003WZ6VVM,Peterson SC-1 Strobo Series StroboClip Guitar Tuner,69.0,Tuners
B003XDUAOM,MXL Studio 24 USB Microphone,140.0,Multipurpose
B003Y3ASW0,T-Rex Engineering Fuel Tank Chameleon Pedal Power Supply,149.0,Signal Path & Pedal Tuners
B003YVRGN6,Full Size Thinline Black Acoustic Electric Guitar with Free Gig Bag Case &amp; Picks,77.97,Acoustic-Electric Guitars
B0040O49OU,Kala K-STP-BK Black Ukulele Strap,11.99,Ukulele Accessories
B0040ZBI52,Danelectro D-8 Fab 600Ms Delay,19.95,Delay & Reverb
B0041T53KI,Martin SP 7100 Phosphor Bronze Lifespan Coated Acoustic Strings Light,11.99,Acoustic Guitar Strings
B0042EZH6W,Fender Mustang I 20-Watt 1x8-Inch Guitar Combo Amp,119.99,Combo Amps
B0042F1L4S,Fender Mustang II 40-Watt 1x12-Inch Guitar Combo Amp,199.99,Combo Amps
B0043RZ9QQ,Korg Vox APJS amPlug Joe Satriani Guitar Headphone Amp,49.99,Combo Amps
B0044R1M0M,Rogue G10 10W 1x3.5 Guitar Combo Amp Black,34.99,Combo Amps
B00466HLXI,Alesis Q25 25-Key USB MIDI Keyboard Controller,79.0,MIDI Controllers
B00466HM28,Akai Professional MPK Mini 25-Key Ultra-Portable USB MIDI Keyboard Controller,99.99,MIDI Controllers
B0046A04LU,Snark Clip-On Chromatic Guitar Tuner Black,13.95,Tuning
B0049Z4UQ2,Rogue Analog Delay Guitar Effects Pedal,49.99,Delay & Reverb
B004BZU4OW,Rogue RA-090 Dreadnought Acoustic Guitar Natural,59.99,Steel-string Acoustics
B004FEBS8K,Joyo JF-06 Vintage Phase guitar pedal and a modern take on a timeless rock classic,29.15,Volume & Expression
B004FEGXDK,"Joyo JF-01 &quot;Vintage Overdrive&quot; Pedal with True Bypass, Quality Switch, and Tone, Volume and Drive Knobs",29.46,Distortion & Overdrive
B004FODY6E,American DJ Micro Galaxian Laser Special Effects Lighting,79.99,Lighting Accessories
B004FPEF84,Fender Accessories 099-0521-000 Slick String Cleaner,3.99,Cleaning & Care
B004FRHKA2,Joyo JF-08 Digital Delay effects pedal with quality stompbox with musical features,32.15,Delay & Reverb
B004GYM7IE,Snark SN4 All Instrument Tuner Metronome,10.95,Tuners
B004GYOZ6G,Snark SN-3 Guitar and Bass Metronome Tuner,9.49,Tuners
B004HJ58JI,Pyle-Pro PVAMP20 20-Watt Vamp-Series Amplifier With 3-Band EQ,54.99,Cabinets
B004HJ9COU,Pyle-Pro PCBL1F12 Premium Quality 12 Ft 1/4'' To 1/4'' Guitar/Instrument/Amp Cable W/Fabric Shielding,10.25,Instrument Cables
B004INGEB4,Ampeg BA108 25-Watt 1x8 Bass Combo Amplifier,99.99,Combo Amps
B004ISK48S,Fender Mustang III Electric Guitar Amplifier,299.99,Combo Amps
B004ISLGKS,"Epiphone Limited Edition Les Paul Junior Electric Guitar, TV Yellow",10.0,Solid Body
B004J27QXY,Boss RC-3 Loop Station Pedal,195.0,Loopers & Samplers
B004LG93KC,MXR M195 Noise Clamp Noise Reduction Guitar Effects Pedal,89.99,Floor Multieffects
B004M8UZS8,"Korg nanoKONTROL2 Slim-Line USB Control Surface, Black",53.3,MIDI Controllers
B004M9CKVM,TC Electronics FlashBack Delay and Looper Guitar Delay Effect Pedal,152.1,Delay & Reverb
B004MF39YS,Samson Meteor Mic USB Studio Microphone (Chrome),69.99,Multipurpose
B004MM6RWM,"Planet Waves IB-AB1T-SDQT Pearloid Guitar Picks - 48 Assorted Variety Pack with 24 Medium Gauge (.70MM), 12 Light Gauge (.50MM), and 12 Heavy Gauge (1.0MM) - Celluloid",10.58,Picks
B004MNTIL8,GLS Audio 25ft Patch Cable Cord - 1/4&quot; TRS To 1/4&quot; TRS Black Cable - 25' Balanced Snake Cord,14.99,Patch Cables
B004N0MKN8,Planet Waves Guitar Rest,7.22,Electric Guitar Stands
B004N6RBWW,Yamaha GL1 Guitalele Guitar Ukulele,99.99,Ukuleles
B004OK17QS,TC Electronic TonePrint Hall of Fame Reverb Signal Path Pedal,11.56,Delay & Reverb
B004OK1G64,TC Electronics MojoMojo Overdrive Compression Effect Pedal,99.99,Distortion & Overdrive
B004OU2IQG,TASCAM DR-05 Portable Digital Recorder,99.99,Portable Recorders
B004PFWYL4,Musician's Gear Hardshell Electric Guitar Case,59.99,Electric Guitar Bags & Cases
B004PFWZHM,Musician's Gear Hardshell A-Style Mandolin Case,39.99,Mandolin Accessories
B004PG1A4A,Musician's Gear Hardshell Dreadnaught Case,59.99,Acoustic & Classical Guitar Bags & Cases
B004T6M7DE,"Legacy Solid Body Electric Guitar, Black",99.99,Solid Body
B004TE5HBU,TASCAM DR-07MKII Portable Digital Recorder,149.99,Handheld Microphones
B004TGVRDA,Line 6 M5 StompBox Modeler,129.0,Floor Multieffects
B004TQJ174,MXR Custom Badass 78 Distortion,67.49,Distortion & Overdrive
B004U1QDL0,Joyo JF-09 Tremolo Guitar Pedal with True By-Pass wiring and Quality Components to Achieves the Desired Sound,27.5,"Chorus, Flange & Tremolo"
B004UJO41S,Cherub WCP-60G Acoustic Guitar Pickup,7.14,Pickups & Pickup Covers
B004UNL1P6,Danelectro DA-4 9-Volt Pedal Power Supply,8.81,Converters
B004VDD4KK,Shubb S1 Acoustic Guitar Deluxe Capo,22.95,Capos
B004XNK7AI,"Snark SN-5 Tuner for Guitar, Bass and Violin",9.95,Tuning
B004Z17008,Snark SN6 Clip-On Ukulele Tuner,6.81,Tuning
B004Z8VQ2O,"JAM Studio Quality Guitar input for iPad, iPhone and Mac",133.53,Hardware
B004ZKIHVU,Power-Grip Pedalboard Velcro Alternative Pedal Mounting Tape,14.95,Electronics
B004ZKY10Q,"Alfred's Teach Yourself to Play Ukulele, Complete Starter Pack",36.42,Ukuleles
B0050ALN2E,MXR M234 Analog Chorus Guitar Effects Pedal (Standard),99.0,"Chorus, Flange & Tremolo"
B0050CEEIW,HDE 10ft/3m XLR Female to USB 2.0 Cable Instruments/Microphones - Black,12.0,Microphone Cables
B0051WAJ5S,7 Multi Guitar Bass Folding Stand Stage 7 Holder Rack Guitar Stand,35.45,Multiple-Guitar Stands
B0052FU602,Don't Fret Position Indicator for 4/4 Violin or 14&quot; Viola,5.95,Orchestral Strings Accessories
B0052S3WFU,"Golden Gate GGMP-12 Mandolin Flat Picks, 12-Pack",14.12,Picks
B0053CUHMG,Epiphone Les Paul Acoustic/Electric Ukulele,129.0,Ukuleles
B0055V7UR0,Dunlop 12 Pick Variety Pack,1.86,Picks
B0058GZTVG,"Washburn Classical Series C5CE Classical Acoustic Electric Guitar, Natural",149.0,Classical & Nylon-String Guitars
B005A09I7Q,"Mahalo FP32 Felt Picks, Pack of 3",2.5,Picks
B005AGGZ8K,"Guitar Strap, Nylon, Black",6.99,Straps
B005BSOVRY,Pyle-Pro PDMIC78 Professional Moving Coil Dynamic Handheld Microphone,19.6,Vocal
B005CERXFO,Bluecell Black 5 Pack Microphone Windscreen Foam Cover,1.5,Windsreens & Pop Filters
B005CX4GLE,"Guitar Hanger Hook Holder Wall Mount Display - Fits all size Guitars, Bass, Mandolin, Banjo, etc.",3.01,Stands
B005DVF15A,Blue Microphones Radius Microphone Shock Mount,51.81,Clips & Mounts
B005E0CPNG,Bullet Bags  by Protec Padded Gig Bag for Bass Guitar,24.14,Bass Guitar Bags & Cases
B005EHILV4,Behringer 302USB Premium 5-Input Mixer with XENYX Mic Preamp and USB/Audio Interface,49.99,Audio Interfaces
B005F3H6Q8,M-Audio BX5 D2 5&quot; Active 2-Way Studio Monitor Speakers,299.0,Studio Monitors
B005FIFM14,Pick Punch - The Original Guitar Pick Punch,35.0,Guitar & Bass Accessories
B005FKF1PY,D'Addario NS Micro Clip-On Tuner,12.56,Tuners
B005FKF3L6,"Planet Waves Elliptical End Pins, Chrome",2.96,Electric Guitar Parts
B005FKF3N4,Planet Waves XLR8 String Lubricant/Cleaner,1.5,Cleaning & Care
B005GZ86ZA,String Swing CC01UK Hardwood Home and Studio Ukulele/Mandolin Hanger,8.02,Stands
B005H2007E,HDE&reg; Guitar Pickup Acoustic / Electric Transducer,10.95,Pickups & Pickup Covers
B005IGFGWI,Schaller Guitar Strap Locks and Buttons (Pair) Nickel,13.57,Strap Locks
B005IVUWDG,ModTone Guitar Effects Mini Mod Series MTM-DLY Mod Tone Mini Delay,59.99,Delay & Reverb
B005J2PXV0,Clayton Picks Beehold BHS80/6 Guitar Picks,3.29,Picks
B005J9FS0Y,K&amp;M Stands iPad2 Mic Stand Holder,37.99,Mic Stands
B005LYIW3W,Joyo JF-03 Crunch Distortion replicates Full-Stack Marshall crunch Gain Settings and Tone,28.0,Volume & Expression
B005M0CK9M,"Joyo JF-02 Ultimate Overdrive Pedal, featuring true Bypass Wiring, Tone Switch and Quality components",28.66,Distortion & Overdrive
B005M0KLGQ,Joyo JF-16 British Sound Effects Pedal with Classic Brit-Rock Era Amp Simulator and Unique Voice Control,31.25,Volume & Expression
B005M0MUQK,Joyo JF-15 California Sound Effects Pedal with Modern Ultra-High Gain Amp Simulator and Unique Voice Control,32.28,Distortion & Overdrive
B005M0TKL8,"Joyo JF-13 AC Tone Vintage Tube Amplifier effects pedal, analog circuit and bypass",31.4,Distortion & Overdrive
B005MR6IHK,Fender FT-004 Chromatic Clip-On Tuner,7.82,Tuning
B005NACC6M,TASCAM DR-40 4-Track Portable Digital Recorder,199.99,Portable Recorders
B005OZE9SA,Focusrite Scarlett 2i2 2 In/2 Out USB Recording Audio Interface,149.0,Audio Interfaces
B005PGGU9O,Premium Quick Change Folk Acoustic Electric Guitar Banjo Trigger Capo Key Clamp,2.73,Capos
B005PNXT6E,Fender Performance Guitar Cable 10' Black,11.05,Instrument Cables
B005SUS1JO,Fender Steel Guitar Picks 4-Pack - Thin,5.57,Picks
B005T800V2,"Perfektion Pack of six different colors, 1 foot Guitar - instrument Patch Cables (Right Angle) - Can be used for FX (effects) pedals, Instruments, and More",11.99,Instrument Cables
B005TO9EPY,Bluecell 5 Pack Blue/Green/Yellow/Hot Pink/Orange Handheld Stage Microphone Windscreen Foam Cover,4.05,Windsreens & Pop Filters
B005VLR6XC,Housweety White Single-handed Guitar Capo Quick Change,2.97,Capos
B005VLWHP4,Black Single-handed Guitar Capo Quick Change,2.59,Capos
B005VM5Z5C,Quick Change Guitar Capo for Acoustic Electric Guitar Black,2.93,Capos
B005ZV5K0O,"Guitar Hanger Holder Rack Wall Mount Display-Fits ALL size Guitars, Saving Alternative to Display Case",3.01,Multiple-Guitar Stands
B00646MZHK,Snark SN-8 Super Tight All Instrument Tuner,11.64,Tuning
B0064BFNME,Ernie Ball 2221 Nickel Regular Slinky Electric Guitar Strings 6 Pack,23.85,Electric Guitar Strings
B0064RDPVE,Musician's Gear Tubular Guitar Stand Black Pair,16.99,Multiple-Guitar Stands
B0064RFT4A,"Epiphone Les Paul Acoustic Electric Ukulele Outfit, Vintage Sunburst",129.0,Ukuleles
B0064RIB9A,Musician's Gear Tripod Mic Stand w/Fixed Boom Black 2-Pack,49.99,Mic Stands
B006H5119Q,Epiphone Les Paul Special I P90 Electric Guitar Worn Cherry,129.0,Solid Body
B006X0UCKY,WD Music BPBDLX Deluxe Bridge Pins Black/Dot Bag Of 12,8.94,Bridge & Bridge Parts
B006X735PQ,Snark SN-2 All Instrument Tuner with Tap Tempo Metronome - Includes ChromaCast Pick Sampler,15.99,Tuners
B006Y2FUW6,Fender Super Champ X2 15-Watt 1x10-Inch Guitar Combo Amp,379.95,Combo Amps
B0073XCXHA,Snark SN-8 Super Tight Tuner with ChromaCast Guitar Pick Sampler,15.99,Tuners
B0073XCYO2,"Snark SN-5 Tuner for Guitar, Bass, Violin with ChromaCast Guitar Pick Sampler",12.95,Tuners
B0073XCZ3C,Planet Waves JF-PW-CT-12-Kit01 NS Mini Headstock Tuner - 360 degree Back-Lit Display Hides Behind the Headstock Visible in the Darkest Environments - Designed in Conjunction with Ned Steinberger,18.49,Tuning
B0078YF9V6,"Ernie Ball 2720 Cobalt Electric Guitar, Power Slinky (11 - 48)",7.75,Electric Guitar Strings
B0079KQEOK,"Neotech 8001912 Simple Sling, Black",7.12,Straps
B007BY2F7O,"Ernie Ball 2721 Cobalt Electric Guitar, Regular Slinky (10 - 46)",8.15,Electric Guitar Strings
B007IE5QP0,"Hohner 1501BX Blues Band, Harmonica, C",5.95,Harmonicas
